ordem_global,ordem_grupo,conjunto,mp,codigo,quantidade_alocada,tamanho_alocado_item,perda_materia_prima
421,85,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,1,2870.0,30.0
421,85,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,1,1420.0,30.0
422,86,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28016,2,1680.0,30.0
422,86,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,1,2870.0,30.0
422,86,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,1,1420.0,30.0
423,87,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
424,88,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
425,89,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
426,90,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
427,91,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
428,92,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
429,93,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
430,94,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
431,95,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
432,96,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
433,97,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
434,98,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
435,99,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
436,100,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
437,101,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
438,102,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
439,103,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
440,104,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
441,105,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
442,106,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
443,107,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
444,108,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
445,109,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
446,110,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
447,111,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
448,112,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
449,113,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
450,114,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
451,115,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
452,116,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
453,117,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
454,118,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
455,119,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
456,120,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
457,121,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
458,122,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
459,123,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
460,124,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
461,125,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
462,126,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
463,127,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
464,128,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
465,129,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
466,130,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
467,131,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
468,132,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
469,133,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
470,134,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
471,135,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
472,136,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
473,137,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
474,138,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
475,139,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
476,140,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
477,141,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,2,5740.0,260.0
478,142,028225 - CONJUNTO LATERAL - BAIA - SELECIONADORA DE FRUTAS / 030570 - CONJUNTO LATERAL DO SUPORTE - BAIA - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28203,1,2870.0,290.0
478,142,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,2,2840.0,290.0
479,143,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,4,5680.0,320.0
480,144,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,4,5680.0,320.0
481,145,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,4,5680.0,320.0
482,146,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,4,5680.0,320.0
483,147,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,4,5680.0,320.0
484,148,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,4,5680.0,320.0
485,149,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,4,5680.0,320.0
486,150,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,4,5680.0,320.0
487,151,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,4,5680.0,320.0
488,152,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28322,4,5680.0,320.0
489,153,028400A - MONTAGEM ESTRUTURA SINGULADOR - SINGULADOR - SELECIONADORA DE FRUTAS,"('134039 - TUBO QDRINOX AISI 304 40 X 3.00MM',)",28320,6,4140.0,1860.0
490,1,028880 - CONJ PÉS COM TUBO- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28334,12,6000.0,0.0
491,2,028880 - CONJ PÉS COM TUBO- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28334,12,6000.0,0.0
492,3,028880 - CONJ PÉS COM TUBO- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28334,12,6000.0,0.0
493,4,028880 - CONJ PÉS COM TUBO- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28334,12,6000.0,0.0
494,5,028880 - CONJ PÉS COM TUBO- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28334,12,6000.0,0.0
495,6,028880 - CONJ PÉS COM TUBO- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28334,12,6000.0,0.0
496,7,028880 - CONJ PÉS COM TUBO- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28334,12,6000.0,0.0
497,8,028880 - CONJ PÉS COM TUBO- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28334,12,6000.0,0.0
498,9,028880 - CONJ PÉS COM TUBO- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28334,12,6000.0,0.0
499,10,028880 - CONJ PÉS COM TUBO- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28334,12,6000.0,0.0
500,11,028880 - CONJ PÉS COM TUBO- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28334,12,6000.0,0.0
501,12,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,20,6000.0,0.0
502,13,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,20,6000.0,0.0
503,14,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,20,6000.0,0.0
504,15,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,20,6000.0,0.0
505,16,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,20,6000.0,0.0
506,17,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,20,6000.0,0.0
507,18,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,20,6000.0,0.0
508,19,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,20,6000.0,0.0
509,20,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,20,6000.0,0.0
510,21,028226 - CONJ ESTRUTURA (DIANT/TRAS)- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28204,3,5565.0,135.0
510,21,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,1,300.0,135.0
511,22,028226 - CONJ ESTRUTURA (DIANT/TRAS)- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28204,3,5565.0,135.0
511,22,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,1,300.0,135.0
512,23,028226 - CONJ ESTRUTURA (DIANT/TRAS)- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28204,3,5565.0,135.0
512,23,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,1,300.0,135.0
513,24,028226 - CONJ ESTRUTURA (DIANT/TRAS)- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28204,3,5565.0,135.0
513,24,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,1,300.0,135.0
514,25,028226 - CONJ ESTRUTURA (DIANT/TRAS)- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28204,3,5565.0,135.0
514,25,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,1,300.0,135.0
515,26,028226 - CONJ ESTRUTURA (DIANT/TRAS)- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28204,3,5565.0,135.0
515,26,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,1,300.0,135.0
516,27,028226 - CONJ ESTRUTURA (DIANT/TRAS)- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28204,3,5565.0,135.0
516,27,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,1,300.0,135.0
517,28,028226 - CONJ ESTRUTURA (DIANT/TRAS)- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28204,3,5565.0,135.0
517,28,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,1,300.0,135.0
518,29,028226 - CONJ ESTRUTURA (DIANT/TRAS)- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28204,3,5565.0,135.0
518,29,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,1,300.0,135.0
519,30,028226 - CONJ ESTRUTURA (DIANT/TRAS)- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28204,3,5565.0,135.0
519,30,028382 - NIVELADOR INFERIOR- SELECIONADORA DE FRUTAS / 028394 - NIVELADOR SUPERIOR- SELECIONADORA DE FRUTAS,"('134040 - TUBO QDRINOX AISI 304 30 X 3.00MM',)",28393,1,300.0,135.0
